plot_ID,site_ID,management,species_group,species_cover
ENV49_1,ENV49,regular_mowing,inv,0.1
ENV49_1,ENV49,regular_mowing,woody,0.5
ENV49_1,ENV49,regular_mowing,other,12.73
ENV49_1,ENV49,regular_mowing,all,113.37
ENV49_2,ENV49,irregular_mowing,endg,27.61
ENV49_2,ENV49,irregular_mowing,charact,62.95
ENV49_2,ENV49,irregular_mowing,exp,8.2
ENV49_2,ENV49,irregular_mowing,inv,1
ENV49_2,ENV49,irregular_mowing,woody,3.2
ENV49_2,ENV49,irregular_mowing,other,6
ENV49_2,ENV49,irregular_mowing,all,78.65
ENV50_1,ENV50,irregular_mowing,endg,17.32
ENV50_1,ENV50,irregular_mowing,charact,103.43
ENV50_1,ENV50,irregular_mowing,exp,34.1
ENV50_1,ENV50,irregular_mowing,inv,0.01
ENV50_1,ENV50,irregular_mowing,woody,3.1
ENV50_1,ENV50,irregular_mowing,other,2.62
ENV50_1,ENV50,irregular_mowing,all,110.16
ENV50_2,ENV50,abandoned,endg,10.01
ENV50_2,ENV50,abandoned,charact,40.72
ENV50_2,ENV50,abandoned,exp,57.1
ENV50_2,ENV50,abandoned,inv,20.1
ENV50_2,ENV50,abandoned,woody,39.1
ENV50_2,ENV50,abandoned,other,3.43
ENV50_2,ENV50,abandoned,all,106.36
ENV51_1,ENV51,abandoned,endg,0.11
ENV51_1,ENV51,abandoned,charact,40.43
ENV51_1,ENV51,abandoned,exp,23.2
ENV51_1,ENV51,abandoned,inv,15.5
ENV51_1,ENV51,abandoned,woody,22.1
ENV51_1,ENV51,abandoned,other,10.52
ENV51_1,ENV51,abandoned,all,89.65
ENV51_2,ENV51,regular_mowing,endg,31.7
ENV51_2,ENV51,regular_mowing,charact,105.22
ENV51_2,ENV51,regular_mowing,exp,2.02
ENV51_2,ENV51,regular_mowing,inv,0.1
ENV51_2,ENV51,regular_mowing,woody,0.12000000000000001
ENV51_2,ENV51,regular_mowing,other,14.11
ENV51_2,ENV51,regular_mowing,all,121.65
ENV52_1,ENV52,irregular_mowing,endg,22.82
ENV52_1,ENV52,irregular_mowing,charact,49.93
ENV52_1,ENV52,irregular_mowing,exp,42.7
ENV52_1,ENV52,irregular_mowing,inv,5
ENV52_1,ENV52,irregular_mowing,woody,37.12
ENV52_1,ENV52,irregular_mowing,other,9.91
ENV52_1,ENV52,irregular_mowing,all,108.16
ENV52_2,ENV52,regular_mowing,endg,31.9
ENV52_2,ENV52,regular_mowing,charact,122.31
ENV52_2,ENV52,regular_mowing,exp,26.11
ENV52_2,ENV52,regular_mowing,inv,0.5
ENV52_2,ENV52,regular_mowing,woody,6.21
ENV52_2,ENV52,regular_mowing,other,8.52
ENV52_2,ENV52,regular_mowing,all,139.64
ENV53_1,ENV53,irregular_mowing,endg,0.5
ENV53_1,ENV53,irregular_mowing,charact,68.3
ENV53_1,ENV53,irregular_mowing,exp,3.4
ENV53_1,ENV53,irregular_mowing,inv,12.01
ENV53_1,ENV53,irregular_mowing,woody,0.41000000000000003
ENV53_1,ENV53,irregular_mowing,other,18.81
ENV53_1,ENV53,irregular_mowing,all,102.62
ENV71_1,ENV71,abandoned,endg,16
ENV71_1,ENV71,abandoned,charact,88.1
ENV71_1,ENV71,abandoned,exp,52
ENV71_1,ENV71,abandoned,inv,5.51
ENV71_1,ENV71,abandoned,woody,31.62
ENV71_1,ENV71,abandoned,other,19.65
ENV71_1,ENV71,abandoned,all,148.37
ENV71_2,ENV71,irregular_mowing,endg,15.11
ENV71_2,ENV71,irregular_mowing,charact,105.3
ENV71_2,ENV71,irregular_mowing,exp,30.5
ENV71_2,ENV71,irregular_mowing,inv,3.5
ENV71_2,ENV71,irregular_mowing,woody,20.5
ENV71_2,ENV71,irregular_mowing,other,15.63
ENV71_2,ENV71,irregular_mowing,all,149.94
MKDP11,ENV34,abandoned,endg,43
MKDP11,ENV34,abandoned,charact,46.5
MKDP11,ENV34,abandoned,exp,0.5
MKDP11,ENV34,abandoned,inv,0
MKDP11,ENV34,abandoned,woody,1
MKDP11,ENV34,abandoned,other,5
MKDP11,ENV34,abandoned,all,80
MKDP12,ENV59,abandoned,endg,0
MKDP12,ENV59,abandoned,charact,41.22
MKDP12,ENV59,abandoned,exp,15.1
MKDP12,ENV59,abandoned,inv,2.1
MKDP12,ENV59,abandoned,woody,0
MKDP12,ENV59,abandoned,other,17.75
MKDP12,ENV59,abandoned,all,76.17
MKDP15,ENV61,abandoned,endg,0
MKDP15,ENV61,abandoned,charact,27.7
MKDP15,ENV61,abandoned,exp,5.1
MKDP15,ENV61,abandoned,inv,12
MKDP15,ENV61,abandoned,woody,2
MKDP15,ENV61,abandoned,other,43.51
MKDP15,ENV61,abandoned,all,87.31
MKDP17,ENV63,abandoned,endg,2.2
MKDP17,ENV63,abandoned,charact,40.8
MKDP17,ENV63,abandoned,exp,29.1
MKDP17,ENV63,abandoned,inv,0
MKDP17,ENV63,abandoned,woody,22.1
MKDP17,ENV63,abandoned,other,22.64
MKDP17,ENV63,abandoned,all,85.54
MKDP18,ENV64,abandoned,endg,1.1
MKDP18,ENV64,abandoned,charact,21.3
MKDP18,ENV64,abandoned,exp,1.1
MKDP18,ENV64,abandoned,inv,0
MKDP18,ENV64,abandoned,woody,1.1
MKDP18,ENV64,abandoned,other,3.7
MKDP18,ENV64,abandoned,all,26.2
MKDP19,ENV65,abandoned,endg,0
MKDP19,ENV65,abandoned,charact,0.1
MKDP19,ENV65,abandoned,exp,4.1
MKDP19,ENV65,abandoned,inv,0
MKDP19,ENV65,abandoned,woody,0
MKDP19,ENV65,abandoned,other,23.2
MKDP19,ENV65,abandoned,all,27.4
MKDP20,ENV65,abandoned,endg,3.41
MKDP20,ENV65,abandoned,charact,42.02
MKDP20,ENV65,abandoned,exp,10.21
MKDP20,ENV65,abandoned,inv,1
MKDP20,ENV65,abandoned,woody,0.11
MKDP20,ENV65,abandoned,other,2.5100000000000002
MKDP20,ENV65,abandoned,all,56.04
MKDP21,ENV66,abandoned,endg,0.01
MKDP21,ENV66,abandoned,charact,79.42
MKDP21,ENV66,abandoned,exp,11.4
MKDP21,ENV66,abandoned,inv,1
MKDP21,ENV66,abandoned,woody,1.31
MKDP21,ENV66,abandoned,other,0.7000000000000001
MKDP21,ENV66,abandoned,all,82.53
MKDP22,ENV67,abandoned,endg,16.1
MKDP22,ENV67,abandoned,charact,80.12
MKDP22,ENV67,abandoned,exp,2.2
MKDP22,ENV67,abandoned,inv,2
MKDP22,ENV67,abandoned,woody,0.11
MKDP22,ENV67,abandoned,other,2.93
MKDP22,ENV67,abandoned,all,87.26
MKDP24,ENV69,abandoned,endg,13.1
MKDP24,ENV69,abandoned,charact,55.6
MKDP24,ENV69,abandoned,exp,1
MKDP24,ENV69,abandoned,inv,5
MKDP24,ENV69,abandoned,woody,1.1
MKDP24,ENV69,abandoned,other,18.1
MKDP24,ENV69,abandoned,all,90.4
MKDP5,ENV39,irregular_mowing,endg,42.1
MKDP5,ENV39,irregular_mowing,charact,77.1
MKDP5,ENV39,irregular_mowing,exp,10
MKDP5,ENV39,irregular_mowing,inv,10
MKDP5,ENV39,irregular_mowing,woody,4.6
MKDP5,ENV39,irregular_mowing,other,10.7
MKDP5,ENV39,irregular_mowing,all,109.4
MKDP6,ENV58,abandoned,endg,23.5
MKDP6,ENV58,abandoned,charact,71.7
MKDP6,ENV58,abandoned,exp,20
MKDP6,ENV58,abandoned,inv,0
MKDP6,ENV58,abandoned,woody,8
MKDP6,ENV58,abandoned,other,5.5
MKDP6,ENV58,abandoned,all,98.7
MKDP7,ENV58,irregular_mowing,endg,3.5
MKDP7,ENV58,irregular_mowing,charact,29
MKDP7,ENV58,irregular_mowing,exp,14
MKDP7,ENV58,irregular_mowing,inv,3.5
MKDP7,ENV58,irregular_mowing,woody,16.5
MKDP7,ENV58,irregular_mowing,other,18.9
MKDP7,ENV58,irregular_mowing,all,68.9
MKDP8,ENV31,irregular_mowing,endg,36
MKDP8,ENV31,irregular_mowing,charact,78.5
MKDP8,ENV31,irregular_mowing,exp,1.6
MKDP8,ENV31,irregular_mowing,inv,0.5
MKDP8,ENV31,irregular_mowing,woody,1.5
MKDP8,ENV31,irregular_mowing,other,7
MKDP8,ENV31,irregular_mowing,all,89.1
MKDP9,ENV40,irregular_mowing,endg,40.6
MKDP9,ENV40,irregular_mowing,charact,61.6
MKDP9,ENV40,irregular_mowing,exp,0.5
MKDP9,ENV40,irregular_mowing,inv,0
MKDP9,ENV40,irregular_mowing,woody,0
MKDP9,ENV40,irregular_mowing,other,15.5
MKDP9,ENV40,irregular_mowing,all,95.1
