plot_ID,site_ID,management,species_group,species_number
ENV52_1,ENV52,irregular_mowing,endg,8
ENV52_1,ENV52,irregular_mowing,charact,28
ENV52_1,ENV52,irregular_mowing,exp,7
ENV52_1,ENV52,irregular_mowing,inv,1
ENV52_1,ENV52,irregular_mowing,woody,8
ENV52_1,ENV52,irregular_mowing,other,10
ENV52_1,ENV52,irregular_mowing,all,50
ENV52_2,ENV52,regular_mowing,endg,13
ENV52_2,ENV52,regular_mowing,charact,37
ENV52_2,ENV52,regular_mowing,exp,5
ENV52_2,ENV52,regular_mowing,inv,1
ENV52_2,ENV52,regular_mowing,woody,5
ENV52_2,ENV52,regular_mowing,other,13
ENV52_2,ENV52,regular_mowing,all,61
ENV53_1,ENV53,irregular_mowing,endg,1
ENV53_1,ENV53,irregular_mowing,charact,20
ENV53_1,ENV53,irregular_mowing,exp,5
ENV53_1,ENV53,irregular_mowing,inv,3
ENV53_1,ENV53,irregular_mowing,woody,5
ENV53_1,ENV53,irregular_mowing,other,21
ENV53_1,ENV53,irregular_mowing,all,50
ENV71_1,ENV71,abandoned,endg,5
ENV71_1,ENV71,abandoned,charact,24
ENV71_1,ENV71,abandoned,exp,10
ENV71_1,ENV71,abandoned,inv,3
ENV71_1,ENV71,abandoned,woody,11
ENV71_1,ENV71,abandoned,other,19
ENV71_1,ENV71,abandoned,all,59
ENV71_2,ENV71,irregular_mowing,endg,7
ENV71_2,ENV71,irregular_mowing,charact,27
ENV71_2,ENV71,irregular_mowing,exp,10
ENV71_2,ENV71,irregular_mowing,inv,2
ENV71_2,ENV71,irregular_mowing,woody,5
ENV71_2,ENV71,irregular_mowing,other,18
ENV71_2,ENV71,irregular_mowing,all,57
MKDP11,ENV34,abandoned,endg,14
MKDP11,ENV34,abandoned,charact,15
MKDP11,ENV34,abandoned,exp,1
MKDP11,ENV34,abandoned,inv,0
MKDP11,ENV34,abandoned,woody,2
MKDP11,ENV34,abandoned,other,5
MKDP11,ENV34,abandoned,all,29
MKDP12,ENV59,abandoned,endg,0
MKDP12,ENV59,abandoned,charact,10
MKDP12,ENV59,abandoned,exp,2
MKDP12,ENV59,abandoned,inv,2
MKDP12,ENV59,abandoned,woody,0
MKDP12,ENV59,abandoned,other,19
MKDP12,ENV59,abandoned,all,33
MKDP15,ENV61,abandoned,endg,0
MKDP15,ENV61,abandoned,charact,13
MKDP15,ENV61,abandoned,exp,5
MKDP15,ENV61,abandoned,inv,1
MKDP15,ENV61,abandoned,woody,2
MKDP15,ENV61,abandoned,other,9
MKDP15,ENV61,abandoned,all,27
MKDP17,ENV63,abandoned,endg,4
MKDP17,ENV63,abandoned,charact,20
MKDP17,ENV63,abandoned,exp,4
MKDP17,ENV63,abandoned,inv,0
MKDP17,ENV63,abandoned,woody,3
MKDP17,ENV63,abandoned,other,15
MKDP17,ENV63,abandoned,all,38
MKDP18,ENV64,abandoned,endg,2
MKDP18,ENV64,abandoned,charact,7
MKDP18,ENV64,abandoned,exp,2
MKDP18,ENV64,abandoned,inv,0
MKDP18,ENV64,abandoned,woody,2
MKDP18,ENV64,abandoned,other,10
MKDP18,ENV64,abandoned,all,20
MKDP19,ENV65,abandoned,endg,0
MKDP19,ENV65,abandoned,charact,1
MKDP19,ENV65,abandoned,exp,3
MKDP19,ENV65,abandoned,inv,0
MKDP19,ENV65,abandoned,woody,0
MKDP19,ENV65,abandoned,other,6
MKDP19,ENV65,abandoned,all,10
MKDP20,ENV65,abandoned,endg,7
MKDP20,ENV65,abandoned,charact,17
MKDP20,ENV65,abandoned,exp,4
MKDP20,ENV65,abandoned,inv,1
MKDP20,ENV65,abandoned,woody,2
MKDP20,ENV65,abandoned,other,8
MKDP20,ENV65,abandoned,all,33
MKDP21,ENV66,abandoned,endg,1
MKDP21,ENV66,abandoned,charact,13
MKDP21,ENV66,abandoned,exp,5
MKDP21,ENV66,abandoned,inv,1
MKDP21,ENV66,abandoned,woody,4
MKDP21,ENV66,abandoned,other,7
MKDP21,ENV66,abandoned,all,26
MKDP22,ENV67,abandoned,endg,3
MKDP22,ENV67,abandoned,charact,20
MKDP22,ENV67,abandoned,exp,4
MKDP22,ENV67,abandoned,inv,1
MKDP22,ENV67,abandoned,woody,2
MKDP22,ENV67,abandoned,other,12
MKDP22,ENV67,abandoned,all,38
MKDP24,ENV69,abandoned,endg,6
MKDP24,ENV69,abandoned,charact,14
MKDP24,ENV69,abandoned,exp,1
MKDP24,ENV69,abandoned,inv,1
MKDP24,ENV69,abandoned,woody,2
MKDP24,ENV69,abandoned,other,14
MKDP24,ENV69,abandoned,all,34
MKDP5,ENV39,irregular_mowing,endg,7
MKDP5,ENV39,irregular_mowing,charact,14
MKDP5,ENV39,irregular_mowing,exp,5
MKDP5,ENV39,irregular_mowing,inv,1
MKDP5,ENV39,irregular_mowing,woody,5
MKDP5,ENV39,irregular_mowing,other,18
MKDP5,ENV39,irregular_mowing,all,42
MKDP6,ENV58,abandoned,endg,8
MKDP6,ENV58,abandoned,charact,24
MKDP6,ENV58,abandoned,exp,6
MKDP6,ENV58,abandoned,inv,0
MKDP6,ENV58,abandoned,woody,6
MKDP6,ENV58,abandoned,other,6
MKDP6,ENV58,abandoned,all,39
MKDP7,ENV58,irregular_mowing,endg,2
MKDP7,ENV58,irregular_mowing,charact,10
MKDP7,ENV58,irregular_mowing,exp,4
MKDP7,ENV58,irregular_mowing,inv,2
MKDP7,ENV58,irregular_mowing,woody,4
MKDP7,ENV58,irregular_mowing,other,12
MKDP7,ENV58,irregular_mowing,all,30
MKDP8,ENV31,irregular_mowing,endg,9
MKDP8,ENV31,irregular_mowing,charact,21
MKDP8,ENV31,irregular_mowing,exp,4
MKDP8,ENV31,irregular_mowing,inv,1
MKDP8,ENV31,irregular_mowing,woody,3
MKDP8,ENV31,irregular_mowing,other,9
MKDP8,ENV31,irregular_mowing,all,38
MKDP9,ENV40,irregular_mowing,endg,14
MKDP9,ENV40,irregular_mowing,charact,22
MKDP9,ENV40,irregular_mowing,exp,1
MKDP9,ENV40,irregular_mowing,inv,0
MKDP9,ENV40,irregular_mowing,woody,0
MKDP9,ENV40,irregular_mowing,other,7
MKDP9,ENV40,irregular_mowing,all,36
